Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Latitude,Longitude
Standard Class,Consumer,United States,Aurora,Illinois,60505,Central,Office Supplies,Art,9.344,2,0.2,3.1536,41.7704145,-88.278918
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,2563.056,8,0.1,313.2624,40.7128,-74.006
Standard Class,Corporate,United States,El Cajon,California,92020,West,Furniture,Chairs,387.136,4,0.2,4.8392,32.777726,-116.919055
Second Class,Home Office,United States,Springfield,Ohio,45503,East,Office Supplies,Art,3.424,1,0.2,0.2996,39.924167,-83.808889
Standard Class,Corporate,United States,Mount Vernon,New York,10550,East,Office Supplies,Storage,1085.42,7,0.0,282.2092,40.907863,-73.837961
Standard Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Paper,43.056,9,0.2,15.6078,41.482654,-81.797143
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Office Supplies,Binders,3.762,3,0.7,-2.7588,28.015349999999998,-82.4571
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Office Supplies,Binders,34.86,2,0.7,-26.726,28.015349999999998,-82.4571
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Office Supplies,Storage,432.456,3,0.2,32.4342,28.015349999999998,-82.4571
Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,Storage,675.06,3,0.0,87.7578,32.473035,-84.979456
First Class,Corporate,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Envelopes,65.232,3,0.2,22.0158,34.737456,-77.462815
First Class,Corporate,United States,Jacksonville,North Carolina,28540,South,Furniture,Chairs,207.0,3,0.2,25.875,34.737456,-77.462815
Second Class,Home Office,United States,Saint Charles,Illinois,60174,Central,Technology,Machines,600.53,2,0.3,137.264,41.919417,-88.307022
Second Class,Home Office,United States,Saint Charles,Illinois,60174,Central,Office Supplies,Art,59.904,2,0.2,14.2272,41.919417,-88.307022
Second Class,Home Office,United States,Saint Charles,Illinois,60174,Central,Technology,Accessories,637.44,8,0.2,135.456,41.919417,-88.307022
Second Class,Home Office,United States,Saint Charles,Illinois,60174,Central,Furniture,Furnishings,51.756,3,0.6,-33.6414,41.919417,-88.307022
Standard Class,Home Office,United States,Miami,Florida,33180,South,Office Supplies,Paper,31.104,6,0.2,10.8864,25.779,-80.1982
Standard Class,Home Office,United States,Miami,Florida,33180,South,Office Supplies,Art,47.96,5,0.2,4.1965,25.779,-80.1982
Standard Class,Home Office,United States,Miami,Florida,33180,South,Technology,Accessories,158.928,7,0.2,41.7186,25.779,-80.1982
Standard Class,Home Office,United States,Miami,Florida,33180,South,Office Supplies,Appliances,211.248,6,0.2,15.8436,25.779,-80.1982
Standard Class,Home Office,United States,Miami,Florida,33180,South,Office Supplies,Supplies,5.552,2,0.2,-1.041,25.779,-80.1982
Standard Class,Home Office,United States,Miami,Florida,33180,South,Office Supplies,Labels,2.952,1,0.2,0.9963,25.779,-80.1982
Standard Class,Consumer,United States,Troy,Ohio,45373,East,Office Supplies,Binders,10.332,3,0.7,-7.5768,40.037394,-84.203151
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Binders,18.368,4,0.2,5.9696,47.611435,-122.330456
Standard Class,Consumer,United States,New York City,New York,10011,East,Technology,Phones,299.9,2,0.0,74.975,40.7128,-74.006
Standard Class,Corporate,United States,Arlington,Virginia,22204,South,Office Supplies,Envelopes,26.55,9,0.0,12.744,38.887103,-77.093197
Standard Class,Corporate,United States,Arlington,Virginia,22204,South,Technology,Accessories,111.98,2,0.0,26.8752,38.887103,-77.093197
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Furniture,Furnishings,4.928,2,0.2,0.7392,35.2269,-80.8433
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Labels,11.784,3,0.2,4.2717,35.2269,-80.8433
Standard Class,Consumer,United States,Roseville,California,95661,West,Office Supplies,Art,7.98,3,0.0,2.0748,38.734612,-121.233968
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Envelopes,180.96,2,0.0,81.432,42.347429,-83.060398
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Technology,Accessories,1649.95,5,0.0,659.98,33.973093,-118.247896
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Chairs,362.352,3,0.2,45.294,33.973093,-118.247896
Second Class,Home Office,United States,San Francisco,California,94110,West,Technology,Phones,73.584,2,0.2,8.2782,37.698471999999995,-122.40012200000001
Standard Class,Consumer,United States,Bakersfield,California,93309,West,Furniture,Tables,486.368,4,0.2,36.4776,35.386611,-119.017063
Standard Class,Home Office,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Paper,32.4,5,0.0,15.552,36.103030000000004,-96.0277645
Standard Class,Home Office,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Binders,41.86,7,0.0,19.2556,36.103030000000004,-96.0277645
Standard Class,Home Office,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Binders,77.56,2,0.0,35.6776,36.103030000000004,-96.0277645
Same Day,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Art,37.17,9,0.0,11.151,37.698471999999995,-122.40012200000001
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Storage,137.352,3,0.2,8.5845,29.680678,-95.4122045
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Furniture,Tables,376.509,3,0.3,-43.0296,29.680678,-95.4122045
Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,62.72,4,0.0,24.4608,32.473035,-84.979456
Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Technology,Phones,2939.93,7,0.0,764.3818,32.473035,-84.979456
Standard Class,Home Office,United States,League City,Texas,77573,Central,Furniture,Chairs,512.358,3,0.3,-14.6388,29.517281,-95.096274
Standard Class,Home Office,United States,League City,Texas,77573,Central,Office Supplies,Fasteners,3.488,2,0.2,0.5668,29.517281,-95.096274
Standard Class,Home Office,United States,League City,Texas,77573,Central,Office Supplies,Art,22.288,7,0.2,3.9004,29.517281,-95.096274
Standard Class,Home Office,United States,League City,Texas,77573,Central,Office Supplies,Paper,16.032,3,0.2,5.6112,29.517281,-95.096274
Standard Class,Consumer,United States,Burlington,North Carolina,27217,South,Office Supplies,Art,1.752,1,0.2,0.1533,36.072011,-79.462152
Standard Class,Consumer,United States,Burlington,North Carolina,27217,South,Office Supplies,Art,20.992,8,0.2,2.3616,36.072011,-79.462152
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Storage,11.21,1,0.0,3.363,40.7128,-74.006
First Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Art,45.04,2,0.2,4.504,32.893643499999996,-96.79825149999999
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,15.624,2,0.8,-24.9984,29.680678,-95.4122045
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Appliances,8.74,2,0.0,2.2724,40.587697,-73.659467
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Paper,44.75,5,0.0,20.585,40.587697,-73.659467
First Class,Home Office,United States,Hialeah,Florida,33012,South,Office Supplies,Storage,61.68,5,0.2,5.397,25.905,-80.3049
First Class,Home Office,United States,Hialeah,Florida,33012,South,Technology,Phones,158.376,3,0.2,13.8579,25.905,-80.3049
Second Class,Corporate,United States,Aurora,Illinois,60505,Central,Office Supplies,Binders,2.864,4,0.8,-4.5824,41.7704145,-88.278918
Second Class,Corporate,United States,Aurora,Illinois,60505,Central,Office Supplies,Binders,94.192,7,0.8,-164.836,41.7704145,-88.278918
Standard Class,Consumer,United States,Belleville,New Jersey,7109,East,Office Supplies,Paper,143.7,3,0.0,68.976,40.79458,-74.163119
Standard Class,Consumer,United States,Belleville,New Jersey,7109,East,Office Supplies,Paper,6.48,1,0.0,3.1104,40.79458,-74.163119
Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,7.88,4,0.0,2.5216,40.7128,-74.006
First Class,Consumer,United States,Andover,Massachusetts,1810,East,Office Supplies,Storage,11.21,1,0.0,3.363,42.64956,-71.156481
First Class,Consumer,United States,Andover,Massachusetts,1810,East,Furniture,Chairs,354.9,5,0.0,88.725,42.64956,-71.156481
First Class,Consumer,United States,Andover,Massachusetts,1810,East,Office Supplies,Paper,17.94,3,0.0,8.7906,42.64956,-71.156481
First Class,Consumer,United States,Andover,Massachusetts,1810,East,Office Supplies,Binders,51.8,4,0.0,23.31,42.64956,-71.156481
Second Class,Home Office,United States,Newark,Delaware,19711,East,Office Supplies,Binders,299.52,9,0.0,149.76,39.634869,-75.699339
Standard Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Art,7.7,2,0.0,3.157,38.887103,-77.093197
Standard Class,Corporate,United States,Decatur,Alabama,35601,South,Office Supplies,Paper,23.92,4,0.0,11.7208,34.589599,-86.98868
Standard Class,Corporate,United States,Decatur,Alabama,35601,South,Technology,Accessories,498.0,5,0.0,184.26,34.589599,-86.98868
Standard Class,Corporate,United States,Hesperia,California,92345,West,Furniture,Chairs,436.704,6,0.2,-38.2116,34.426389,-117.3
Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Office Supplies,Paper,32.4,5,0.0,15.552,36.735246,-76.23843
First Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Appliances,61.44,3,0.0,16.5888,33.973093,-118.247896
Standard Class,Consumer,United States,Huntsville,Alabama,35810,South,Office Supplies,Storage,73.36,7,0.0,19.8072,34.726866,-86.567318
Standard Class,Consumer,United States,Knoxville,Tennessee,37918,South,Office Supplies,Labels,59.2,5,0.2,22.2,35.9609,-83.9189
Standard Class,Consumer,United States,Knoxville,Tennessee,37918,South,Furniture,Furnishings,32.952,3,0.2,6.5904,35.9609,-83.9189
Standard Class,Consumer,United States,Knoxville,Tennessee,37918,South,Furniture,Chairs,218.376,3,0.2,-10.9188,35.9609,-83.9189
Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Furniture,Furnishings,31.4,5,0.0,13.188,42.707958,-71.16381
Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Furniture,Furnishings,9.48,1,0.0,3.792,42.707958,-71.16381
Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Technology,Phones,209.5,10,0.0,58.66,42.707958,-71.16381
Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Furniture,Furnishings,24.3,5,0.0,10.449,42.707958,-71.16381
Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Paper,6.48,1,0.0,3.1104,42.707958,-71.16381
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,32.448,2,0.2,7.3008,39.990599,-75.14464799999999
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,26.388,4,0.7,-17.592,39.990599,-75.14464799999999
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Tables,373.47,5,0.4,-112.041,39.990599,-75.14464799999999
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,64.2,5,0.7,-44.94,39.990599,-75.14464799999999
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Fasteners,8.0,2,0.2,2.8,39.990599,-75.14464799999999
Standard Class,Consumer,United States,Athens,Georgia,30605,South,Furniture,Furnishings,186.54,3,0.0,41.0388,33.976097,-83.363174
Standard Class,Consumer,United States,Great Falls,Montana,59405,West,Office Supplies,Storage,87.08,7,0.0,24.3824,47.509812,-111.273397
Standard Class,Consumer,United States,Great Falls,Montana,59405,West,Technology,Phones,105.584,2,0.2,9.2386,47.509812,-111.273397
Standard Class,Consumer,United States,Great Falls,Montana,59405,West,Technology,Accessories,217.44,6,0.0,91.3248,47.509812,-111.273397
Second Class,Consumer,United States,El Paso,Texas,79907,Central,Office Supplies,Art,31.744,2,0.2,3.968,31.758411,-106.478311
Second Class,Consumer,United States,El Paso,Texas,79907,Central,Office Supplies,Appliances,5.432,2,0.8,-13.58,31.758411,-106.478311
Second Class,Consumer,United States,El Paso,Texas,79907,Central,Furniture,Tables,913.43,5,0.3,-169.637,31.758411,-106.478311
Second Class,Consumer,United States,El Paso,Texas,79907,Central,Office Supplies,Storage,372.144,3,0.2,27.9108,31.758411,-106.478311
Standard Class,Consumer,United States,Kissimmee,Florida,34741,South,Technology,Phones,751.984,2,0.2,84.5982,28.214921,-81.441596
First Class,Home Office,United States,Seattle,Washington,98105,West,Technology,Phones,604.768,4,0.2,60.4768,47.611435,-122.330456
Second Class,Corporate,United States,Santa Clara,California,95051,West,Office Supplies,Supplies,27.36,4,0.0,7.3872,37.34732,-121.954079
Second Class,Corporate,United States,Santa Clara,California,95051,West,Office Supplies,Paper,20.56,2,0.0,9.6632,37.34732,-121.954079
Second Class,Corporate,United States,Santa Clara,California,95051,West,Office Supplies,Binders,83.92,5,0.2,31.47,37.34732,-121.954079
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Tables,902.712,3,0.2,33.8517,33.973093,-118.247896
Standard Class,Home Office,United States,Fresno,California,93727,West,Furniture,Bookcases,120.666,2,0.15,21.294,36.841107,-119.800359
First Class,Consumer,United States,Fort Worth,Texas,76106,Central,Office Supplies,Binders,4.984,1,0.8,-8.4728,32.7469,-97.3268
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Furniture,Furnishings,82.26,3,0.0,33.7266,47.611435,-122.330456
First Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Storage,29.74,1,0.0,4.461,37.698471999999995,-122.40012200000001
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Appliances,87.36,6,0.0,23.5872,37.698471999999995,-122.40012200000001
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Binders,56.16,6,0.2,17.55,37.698471999999995,-122.40012200000001
Standard Class,Corporate,United States,Pompano Beach,Florida,33068,South,Office Supplies,Appliances,64.384,1,0.2,8.048,26.231529,-80.12346
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Storage,64.784,1,0.2,-14.5764,29.680678,-95.4122045
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Paper,15.552,3,0.2,5.6376,29.680678,-95.4122045
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Envelopes,223.888,7,0.2,69.965,29.680678,-95.4122045
Second Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,10.896,3,0.2,3.405,41.885847,-87.618123
Second Class,Consumer,United States,San Francisco,California,94109,West,Technology,Phones,84.784,2,0.2,-20.1362,37.698471999999995,-122.40012200000001
Standard Class,Corporate,United States,Houston,Texas,77036,Central,Furniture,Chairs,241.5,4,0.3,0.0,29.680678,-95.4122045
First Class,Home Office,United States,Shelton,Connecticut,6484,East,Technology,Accessories,59.97,3,0.0,14.9925,41.304689,-73.129439
First Class,Home Office,United States,Shelton,Connecticut,6484,East,Office Supplies,Paper,13.36,2,0.0,6.4128,41.304689,-73.129439
Standard Class,Corporate,United States,Oakland,California,94601,West,Office Supplies,Binders,11.808,3,0.2,4.1328,37.780595,-122.216587
Standard Class,Consumer,United States,Manchester,Connecticut,6040,East,Office Supplies,Storage,16.24,1,0.0,2.436,41.777732,-72.52444
Standard Class,Consumer,United States,Manchester,Connecticut,6040,East,Office Supplies,Storage,77.55,5,0.0,21.714,41.777732,-72.52444
Standard Class,Corporate,United States,Orange,New Jersey,7050,East,Office Supplies,Appliances,76.12,2,0.0,22.0748,40.769223,-74.2355
First Class,Home Office,United States,Akron,Ohio,44312,East,Office Supplies,Fasteners,17.184,6,0.2,6.2292,41.044852,-81.520048
First Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Paper,11.76,2,0.0,5.7624,33.973093,-118.247896
Standard Class,Home Office,United States,Danbury,Connecticut,6810,East,Furniture,Furnishings,27.46,2,0.0,9.8856,41.391663,-73.453165
Second Class,Consumer,United States,Franklin,Massachusetts,2038,East,Technology,Phones,137.94,3,0.0,35.8644,42.09347,-71.405786
Second Class,Consumer,United States,Franklin,Massachusetts,2038,East,Furniture,Furnishings,111.15,5,0.0,48.906,42.09347,-71.405786
Second Class,Consumer,United States,Franklin,Massachusetts,2038,East,Office Supplies,Appliances,901.95,3,0.0,297.6435,42.09347,-71.405786
Second Class,Consumer,United States,Franklin,Massachusetts,2038,East,Furniture,Tables,366.009,3,0.3,-47.0583,42.09347,-71.405786
Same Day,Consumer,United States,Wilmington,North Carolina,28403,South,Office Supplies,Paper,310.688,7,0.2,108.7408,34.225304,-77.937856
First Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Binders,7.68,5,0.8,-11.52,29.680678,-95.4122045
Second Class,Home Office,United States,Springfield,Ohio,45503,East,Furniture,Chairs,155.372,2,0.3,-35.5136,39.924167,-83.808889
Standard Class,Consumer,United States,Glendale,Arizona,85301,West,Office Supplies,Storage,10.744,1,0.2,0.8058,33.531122,-112.176703
Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,232.4,5,0.2,78.435,40.7128,-74.006
Second Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,164.646,3,0.1,12.8058,40.7128,-74.006
Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,22.68,2,0.0,11.1132,40.7128,-74.006
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Paper,105.52,4,0.0,48.5392,33.973093,-118.247896
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Furniture,Furnishings,83.92,4,0.0,5.8744,39.634869,-75.699339
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Technology,Accessories,141.9,5,0.0,58.179,39.634869,-75.699339
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Furniture,Furnishings,39.98,2,0.0,9.1954,39.634869,-75.699339
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Art,28.91,7,0.0,8.673,39.634869,-75.699339
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Art,174.95,5,0.0,45.487,39.634869,-75.699339
Standard Class,Home Office,United States,San Bernardino,California,92404,West,Office Supplies,Binders,110.528,4,0.2,38.6848,34.110521,-117.289753
Same Day,Corporate,United States,Burlington,North Carolina,27217,South,Furniture,Tables,630.024,4,0.4,-199.5076,36.072011,-79.462152
Second Class,Consumer,United States,Salem,Virginia,24153,South,Office Supplies,Art,27.86,7,0.0,9.1938,37.2853,-80.069185
Standard Class,Consumer,United States,Dallas,Texas,75217,Central,Furniture,Tables,933.408,4,0.3,-173.3472,32.893643499999996,-96.79825149999999
Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Paper,51.84,10,0.2,18.144,32.6336,-97.1469
Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Technology,Accessories,165.6,3,0.2,-6.21,32.6336,-97.1469
Standard Class,Home Office,United States,Marion,Iowa,52302,Central,Office Supplies,Paper,106.32,3,0.0,49.9704,42.041095,-91.594135
First Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Binders,147.92,5,0.2,46.225,47.611435,-122.330456
First Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Storage,104.28,3,0.0,26.07,47.611435,-122.330456
First Class,Home Office,United States,Seattle,Washington,98105,West,Furniture,Tables,286.85,1,0.0,63.107,47.611435,-122.330456
First Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Storage,66.96,4,0.0,2.6784,47.611435,-122.330456
First Class,Home Office,United States,Seattle,Washington,98105,West,Technology,Accessories,199.98,2,0.0,87.9912,47.611435,-122.330456
Standard Class,Consumer,United States,Lakewood,New Jersey,8701,East,Technology,Accessories,45.0,3,0.0,4.95,40.085043,-74.204199
Standard Class,Consumer,United States,Lakewood,New Jersey,8701,East,Office Supplies,Fasteners,17.9,5,0.0,8.771,40.085043,-74.204199
Standard Class,Consumer,United States,Lakewood,New Jersey,8701,East,Furniture,Furnishings,40.48,2,0.0,17.4064,40.085043,-74.204199
Standard Class,Consumer,United States,Lakewood,New Jersey,8701,East,Furniture,Bookcases,2154.9,5,0.0,129.294,40.085043,-74.204199
First Class,Corporate,United States,Cincinnati,Ohio,45231,East,Office Supplies,Binders,18.432,8,0.7,-12.288,39.0987965,-84.4064915
Standard Class,Consumer,United States,Thornton,Colorado,80229,West,Office Supplies,Supplies,10.944,2,0.2,0.9576,39.868,-104.9719
First Class,Consumer,United States,Roseville,Michigan,48066,Central,Office Supplies,Supplies,4.36,2,0.0,0.1744,42.503423,-82.93868
Standard Class,Corporate,United States,Tempe,Arizona,85281,West,Technology,Accessories,62.352,6,0.2,-10.9116,33.4273,-111.9307
Second Class,Consumer,United States,Reading,Pennsylvania,19601,East,Furniture,Furnishings,303.92,5,0.2,-30.392,40.346621,-75.935132
Standard Class,Consumer,United States,Apple Valley,Minnesota,55124,Central,Office Supplies,Storage,129.3,2,0.0,6.465,44.7319,-93.2177
Standard Class,Corporate,United States,Baltimore,Maryland,21215,East,Furniture,Furnishings,274.2,10,0.0,112.422,39.24199333333333,-76.66086333333334
Second Class,Corporate,United States,Corpus Christi,Texas,78415,Central,Office Supplies,Fasteners,6.048,4,0.2,-1.3608,27.794086,-97.402994
Second Class,Corporate,United States,Corpus Christi,Texas,78415,Central,Office Supplies,Paper,6.848,2,0.2,2.14,27.794086,-97.402994
Second Class,Corporate,United States,Corpus Christi,Texas,78415,Central,Furniture,Furnishings,9.96,5,0.6,-6.723,27.794086,-97.402994
Second Class,Corporate,United States,Corpus Christi,Texas,78415,Central,Office Supplies,Binders,8.552,2,0.8,-13.6832,27.794086,-97.402994
Standard Class,Consumer,United States,Las Vegas,Nevada,89115,West,Office Supplies,Binders,45.584,11,0.2,16.5242,36.172082,-115.122366
Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Technology,Accessories,25.488,2,0.2,4.4604,41.4918,-81.6757
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,136.96,4,0.2,51.36,47.611435,-122.330456
Second Class,Corporate,United States,Chicago,Illinois,60623,Central,Technology,Phones,49.616,2,0.2,4.9616,41.885847,-87.618123
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,10.584,3,0.2,3.4398,40.1247775,-82.9944845
Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Paper,84.416,4,0.2,27.4352,32.213873,-110.969445
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,431.94,2,0.4,-71.99,39.990599,-75.14464799999999
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,2.043,1,0.7,-1.4982,39.990599,-75.14464799999999
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,68.238,3,0.4,-12.5103,39.990599,-75.14464799999999
First Class,Corporate,United States,Cranston,Rhode Island,2920,East,Furniture,Tables,240.744,4,0.3,-13.7568,41.776572,-71.438331
First Class,Corporate,United States,Cranston,Rhode Island,2920,East,Furniture,Furnishings,35.0,4,0.0,14.7,41.776572,-71.438331
First Class,Corporate,United States,Cranston,Rhode Island,2920,East,Furniture,Furnishings,210.68,2,0.0,50.5632,41.776572,-71.438331
First Class,Corporate,United States,Cranston,Rhode Island,2920,East,Furniture,Tables,637.896,3,0.3,-127.5792,41.776572,-71.438331
First Class,Corporate,United States,Cranston,Rhode Island,2920,East,Office Supplies,Paper,43.44,8,0.0,21.2856,41.776572,-71.438331
First Class,Corporate,United States,Cranston,Rhode Island,2920,East,Office Supplies,Appliances,2.22,1,0.0,0.666,41.776572,-71.438331
First Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,1679.96,5,0.2,125.997,37.698471999999995,-122.40012200000001
Standard Class,Corporate,United States,Houston,Texas,77070,Central,Furniture,Chairs,344.372,4,0.3,-93.4724,29.680678,-95.4122045
Standard Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Storage,1554.936,3,0.2,77.7468,29.680678,-95.4122045
Standard Class,Corporate,United States,Houston,Texas,77070,Central,Furniture,Furnishings,127.88,5,0.6,-67.137,29.680678,-95.4122045
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Technology,Phones,222.384,2,0.2,22.2384,33.973093,-118.247896
Second Class,Corporate,United States,Chicago,Illinois,60653,Central,Furniture,Chairs,106.869,3,0.3,-29.0073,41.885847,-87.618123
Second Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,3.564,3,0.8,-6.237,41.885847,-87.618123
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,25.68,3,0.8,-39.804,29.680678,-95.4122045
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,12.384,3,0.8,-19.8144,29.680678,-95.4122045
Standard Class,Consumer,United States,Bristol,Connecticut,6010,East,Office Supplies,Binders,25.3,5,0.0,11.891,41.682293,-72.930193
Standard Class,Consumer,United States,Bristol,Connecticut,6010,East,Office Supplies,Storage,95.94,3,0.0,9.594,41.682293,-72.930193
Second Class,Consumer,United States,Holland,Michigan,49423,Central,Office Supplies,Labels,7.5,2,0.0,3.6,42.7875,-86.108889
Standard Class,Home Office,United States,Albuquerque,New Mexico,87105,West,Technology,Phones,302.376,3,0.2,22.6782,35.0936,-106.6423
Standard Class,Consumer,United States,Louisville,Colorado,80027,West,Technology,Accessories,46.688,4,0.2,-2.918,39.978942,-105.145557
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,17.94,3,0.0,3.0498,40.7128,-74.006
Standard Class,Consumer,United States,Norwich,Connecticut,6360,East,Office Supplies,Appliances,370.14,3,0.0,144.3546,41.537055,-72.08494
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,8.928,2,0.2,3.1248,37.698471999999995,-122.40012200000001
Standard Class,Corporate,United States,Noblesville,Indiana,46060,Central,Furniture,Tables,2678.94,6,0.0,241.1046,40.056292,-86.016294
Standard Class,Home Office,United States,Clarksville,Tennessee,37042,South,Furniture,Bookcases,387.136,4,0.2,-14.5176,36.522014,-87.348997
Standard Class,Home Office,United States,Clarksville,Tennessee,37042,South,Technology,Accessories,45.408,2,0.2,11.9196,36.522014,-87.348997
Standard Class,Home Office,United States,Clarksville,Tennessee,37042,South,Furniture,Furnishings,77.952,3,0.2,-11.6928,36.522014,-87.348997
Standard Class,Home Office,United States,Clarksville,Tennessee,37042,South,Office Supplies,Labels,3.0,1,0.2,1.05,36.522014,-87.348997
Second Class,Consumer,United States,Hollywood,Florida,33021,South,Office Supplies,Storage,9.952,1,0.2,0.9952,26.007011,-80.121931
Standard Class,Corporate,United States,York,Pennsylvania,17403,East,Office Supplies,Binders,37.896,4,0.7,-29.0536,39.963539,-76.726887
Standard Class,Corporate,United States,York,Pennsylvania,17403,East,Office Supplies,Paper,65.584,2,0.2,23.7742,39.963539,-76.726887
Standard Class,Home Office,United States,Mesa,Arizona,85204,West,Office Supplies,Paper,44.784,1,0.2,16.2342,33.43174,-111.846931
Same Day,Corporate,United States,New York City,New York,10024,East,Technology,Machines,1035.8,4,0.0,269.308,40.7128,-74.006
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Art,5.76,2,0.0,1.6704,37.698471999999995,-122.40012200000001
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,19.98,2,0.0,8.991,33.973093,-118.247896
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Technology,Phones,35.98,2,0.0,10.0744,41.2146715,-96.0736165
